X,Y,OBJECTID,PPIN,NAME,STREET,CITY,STATE,ZIP,STFIP,SCHOOLYEAR
-91.93713669,38.86129909,11601,753225,ST PETER CATHOLIC SCHOOL,700 STATE ROAD Z,FULTON,MO,65251,29,2017-2018
-91.93862369,38.85211909,11602,A0105627,KINGDOM CHRISTIAN ACADEMY,650 E 8TH ST,FULTON,MO,65251,29,2017-2018
-92.64341783,38.19597693,11603,A1502243,THE KING'S ACADEMY,1700 BAGNELL DAM BLVD,LAKE OZARK,MO,65049,29,2017-2018
-92.72144783,37.95380689,11604,A1702289,SHOW-ME CHRISTIAN YOUTH HOME,20 SHOW ME LN,CAMDENTON,MO,65020,29,2017-2018
-89.5445969,37.31521893,11605,754116,ST VINCENT DE PAUL ELEMENTARY SCHOOL,1919 RITTER DR,CAPE GIRARDEAU,MO,63701,29,2017-2018
-89.52726989,37.30072493,11606,754127,ST MARY CATHEDRAL SCHOOL,210 S SPRIGG ST,CAPE GIRARDEAU,MO,63703,29,2017-2018
-89.60890692,37.30565693,11607,754138,NOTRE DAME REGIONAL HIGH SCHOOL,265 NOTRE DAME DR,CAPE GIRARDEAU,MO,63701,29,2017-2018
-89.66653194,37.37956994,11608,754364,IMMACULATE CONCEPTION SCHOOL,300 S HOPE ST,JACKSON,MO,63755,29,2017-2018
-89.5305769,37.30566693,11609,755346,TRINITY LUTHERAN SCHOOL,55 N PACIFIC ST,CAPE GIRARDEAU,MO,63701,29,2017-2018
-89.5470869,37.33269694,11610,756099,CAPE CHRISTIAN SCHOOL,1855 PERRYVILLE RD,CAPE GIRARDEAU,MO,63701,29,2017-2018
-89.59817691,37.30957693,11611,2041726,EAGLE RIDGE CHRISTIAN SCHOOL,4210 STATE HIGHWAY K,CAPE GIRARDEAU,MO,63701,29,2017-2018
-89.63181693,37.42613695,11612,A0301975,SAXONY LUTHERAN HIGH SCHOOL,2004 SAXONY LN,JACKSON,MO,63755,29,2017-2018
-94.33510833,38.64504692,11613,756576,HARRISONVILLE CHRISTIAN SCHOOL,1606 CHAPEL DR,HARRISONVILLE,MO,64701,29,2017-2018
-94.19188828,38.55265691,11614,2040642,TRAINING CENTER CHRISTIAN SCHOOL,30815 S STATE ROUTE F,GARDEN CITY,MO,64747,29,2017-2018
-94.46865138,38.81404894,11615,A0771101,CORNERSTONE ACADEMY,501 JOHNSTON PKWY,RAYMORE,MO,64083,29,2017-2018
-94.53313839,38.80066694,11616,A9300533,HEARTLAND CHRISTIAN SCHOOL,810 S CEDAR ST,BELTON,MO,64012,29,2017-2018
-94.5478774,38.84079494,11617,X0756088,BLUE RIDGE CHRISTIAN SCHOOL,15710 CALVARY RD,KANSAS CITY,MO,64147,29,2017-2018
-94.01608417,37.8573618,11618,A0301951,EL DORADO CHRISTIAN SCHOOL,1600 S OHIO ST,EL DORADO SPRINGS,MO,64744,29,2017-2018
-93.87639612,37.72602879,11619,A1502248,WINGS OF FAITH ACADEMY,10866 E HWY 32,STOCKTON,MO,65785,29,2017-2018
-92.80625898,39.42546614,11620,752935,ST JOSEPH SCHOOL,105 N WILLIE AVE,SALISBURY,MO,65281,29,2017-2018
-93.3039679,36.85900666,11621,A0105569,FAITH CHRISTIAN SCHOOL,1681 SPOKANE RD,SPOKANE,MO,65754,29,2017-2018
-91.78168979,40.34374036,11622,A0105748,SHILOH CHRISTIAN SCHOOL,18618 COUNTY ROAD 256,KAHOKA,MO,63445,29,2017-2018
-94.57046844,39.210517,11623,753622,ST CHARLES BORROMEO ACCADMY,804 NE SHADY LN DR,KANSAS CITY,MO,64118,29,2017-2018
-94.56197044,39.17018,11624,753906,ST PATRICK SCHOOL,1401 NE 42ND TER,KANSAS CITY,MO,64116,29,2017-2018
-94.56199844,39.173737,11625,753994,ST PIUS X HIGH SCHOOL,1500 NE 42ND TER,KANSAS CITY,MO,64116,29,2017-2018
-94.52313843,39.196327,11626,2040664,EAGLE HEIGHTS CHRISTIAN SCHOOL,5600 N BRIGHTON AVE,KANSAS CITY,MO,64119,29,2017-2018
-94.53420843,39.210697,11627,A0105752,ST ANDREW THE APOSTLE PARISH SCHOOL,6415 NE ANTIOCH RD,GLADSTONE,MO,64119,29,2017-2018
-94.36879841,39.41730705,11628,A0502131,NORTHERN HILLS CHRISTIAN ACADEMY,17211 NE 180TH ST,HOLT,MO,64048,29,2017-2018
-94.53314843,39.181737,11629,A0701433,ST GABRIEL SCHOOL,4737 N CLEVELAND AVE,KANSAS CITY,MO,64117,29,2017-2018
-94.54566843,39.15505699,11630,A1301787,OUTREACH CHRISTIAN EDUCATION,2900 NE CATES ST,KANSAS CITY,MO,64117,29,2017-2018
-94.55749843,39.15852699,11631,A1592101,FAITH CHRISTIAN ACADEMY,3500  PRATHER RD,KANSAS CITY,MO,64116,29,2017-2018
-94.55018543,39.176737,11632,A1702306,SYNERGY CHILDREN'S CENTER,1441 NE ENGLEWOOD RD,KANSAS CITY,MO,64118,29,2017-2018
-94.57959746,39.38739103,11633,BB181611,CHILDREN FIRST MONTESSORI,200 E MAIN ST,SMITHVILLE,MO,64089,29,2017-2018
-94.58492246,39.35584903,11634,BB181613,SMITHVILLE MONTESSORI ACADEMY II,14451 N US HIGHWAY 169,HIGHWAY,MO,64089,29,2017-2018
-94.55061843,39.163979,11635,BB181615,FAITH CHRISTIAN ACADEMY,3500 PRATHER RD,KANSAS CITY,MO,64116,29,2017-2018
-92.17546773,38.57943703,11636,752913,ST PETER INTERPARISH CATHOLIC SCHOOL,314 W HIGH ST,JEFFERSON CITY,MO,65101,29,2017-2018
-92.17587973,38.48825301,11637,753134,ST STANISLAUS SCHOOL,6410 ROUTE W,JEFFERSON CITY,MO,65101,29,2017-2018
-92.33526178,38.59322502,11638,753145,ST MARTIN ELEMENTARY SCHOOL,7206 BUSINESS 50 W,JEFFERSON CITY,MO,65109,29,2017-2018
-92.21108775,38.59255703,11639,753156,ST JOSEPH CATHEDRAL SCHOOL,2303 W MAIN ST,JEFFERSON CITY,MO,65109,29,2017-2018
-92.15869773,38.56510703,11640,753178,IMMACULATE CONCEPTION SCHOOL,1208 E MCCARTY ST,JEFFERSON CITY,MO,65101,29,2017-2018
-92.19225774,38.56778702,11641,753189,HELIAS CATHOLIC HIGH SCHOOL,1305 SWIFTS HWY,JEFFERSON CITY,MO,65109,29,2017-2018
-92.18673074,38.56622002,11642,755313,TRINITY LUTHERAN SCHOOL,812 STADIUM BLVD,JEFFERSON CITY,MO,65109,29,2017-2018
-92.18080773,38.53293702,11643,A0701404,CALVARY LUTHERAN HIGH SCHOOL,2525 ROUTE B,JEFFERSON CITY,MO,65101,29,2017-2018
-92.18795773,38.52363702,11644,A0740081,KIM SCHOOL,1032 KIM SCHOOL CIR,JEFFERSON CITY,MO,65101,29,2017-2018
-92.23936775,38.57088702,11645,A0902001,RIVER OAK CHRISTIAN ACADEMY,3212 EMERALD LN STE 100,JEFFERSON CITY,MO,65109,29,2017-2018
-92.24351774,38.461447,11646,A9103776,IMMANUEL LUTHERAN SCHOOL,8231 TANNER BRIDGE RD,JEFFERSON CITY,MO,65101,29,2017-2018
-92.21673773,38.36634699,11647,A9103817,ST THOMAS THE APOSTLE SCHOOL,14830 ROUTE B,SAINT THOMAS,MO,65076,29,2017-2018
-92.16652773,38.56123703,11648,A9502592,MOREAU MONTESSORI SCHOOL,900 MOREAU DR,JEFFERSON CITY,MO,65101,29,2017-2018
-92.24350674,38.461407,11649,BB161334,IMMANUEL LUTHERAN CHURCH AND SCHOOL,8231 TANNER BRIDGE RD,JEFFERSON CITY,MO,65101,29,2017-2018
-92.25015776,38.58865703,11650,BB161337,LIGHTHOUSE PREPARATORY ACADEMY,216 EL MERCADO PLZ,JEFFERSON CITY,MO,65109,29,2017-2018
-92.91076296,38.87168104,11651,753021,ST JOSEPH ELEMENTARY SCHOOL,405 HARRIS ST,PILOT GROVE,MO,65276,29,2017-2018
-92.73927792,38.97488707,11652,753327,SS PETER & PAUL SCHOOL,502 7TH ST,BOONVILLE,MO,65233,29,2017-2018
-92.73348492,38.96271006,11653,A1502205,IMMANUEL LUTHERAN PRESCHOOL & KINDERGARTEN,1001 IMMANUEL DR,BOONVILLE,MO,65233,29,2017-2018
-91.20566943,38.18129901,11654,A9902685,MERAMEC VALLEY CHRISTIAN SCHOOL,11061 N SERVICE RD,BOURBON,MO,65441,29,2017-2018
-93.95606812,37.39016672,11655,755288,IMMANUEL LUTHERAN SCHOOL,212 W 4TH ST,LOCKWOOD,MO,65682,29,2017-2018
-92.96415788,37.82695685,11656,A1101369,MEADOWLARK HILL,784 STATE ROAD T,TUNAS,MO,65764,29,2017-2018
-93.80698731,39.97297018,11657,A0301963,JAMESPORT MENNONITE SCHOOL,704 S MYRTLE ST,JAMESPORT,MO,64648,29,2017-2018
-93.79953931,39.99294818,11658,A0502106,COUNTRY VIEW,19975 STATE HIGHWAY 190,JAMESPORT,MO,64648,29,2017-2018
-93.7894683,39.90958717,11659,A0502119,HICKORY HILL SCHOOL,25551 ST HWY 190,JAMESPORT,MO,64648,29,2017-2018
-93.7928963,39.90859817,11660,A0502133,HICKORY HILL,PRAIRIE AVE (NO PHYSICAL ADDRESS),JAMESPORT,MO,64648,29,2017-2018
-93.84188632,39.97594017,11661,A0502141,SPRING HILL SCHOOL,29442 ST HWY NN,JAMESPORT,MO,64648,29,2017-2018
-93.79880731,39.95824717,11662,A0502151,WALNUT CREEK SCHOOL,24404 320TH ST,JAMESPORT,MO,64648,29,2017-2018
-93.7622793,39.94662517,11663,A1502214,MEADOW VIEW SCHOOL,340TH ST,JAMESPORT,MO,64648,29,2017-2018
-93.79596031,39.95978117,11664,A1502218,OAK GROVE,SCHOOL HAS N ADDRESS,JAMESPORT,MO,64648,29,2017-2018
-92.66299374,37.01488972,11665,755685,MT ZION BIBLE SCHOOL,RR 1 BOX 48,AVA,MO,65608,29,2017-2018
-90.15368101,36.58199976,11666,754149,ST TERESA SCHOOL,40648 STATE HIGHWAY JJ,CAMPBELL,MO,63933,29,2017-2018
-90.04712096,36.2371097,11667,A9303302,KENNETT CHRISTIAN ACADEMY,1321 KENNETT ST,KENNETT,MO,63857,29,2017-2018
-91.0092434,38.44660807,11668,750439,IMMACULATE CONCEPTION SCHOOL,6 W STATE ST,UNION,MO,63084,29,2017-2018
-91.00160241,38.54657408,11669,750472,OUR LADY OF LOURDES CATHOLIC SCHOOL,950 MADISON AVE,WASHINGTON,MO,63090,29,2017-2018
-91.01523741,38.56041909,11670,751148,ST FRANCIS BORGIA GRADE SCHOOL,225 CEDAR ST,WASHINGTON,MO,63090,29,2017-2018
-90.74299733,38.48334309,11671,751421,ST BRIDGET ELEMENTARY SCHOOL,223 W UNION ST,PACIFIC,MO,63069,29,2017-2018
-90.93993838,38.48406608,11672,752469,ST JOHN THE BAPTIST SCHOOL,5579 GILDEHAUS RD,VILLA RIDGE,MO,63089,29,2017-2018
-91.02565241,38.55035208,11673,752855,ST FRANCIS BORGIA REGIONAL HIGH SCHOOL,1000 BORGIA DR,WASHINGTON,MO,63090,29,2017-2018
-91.01536541,38.55695709,11674,755608,IMMANUEL LUTHERAN,214 W 5TH ST,WASHINGTON,MO,63090,29,2017-2018
-90.96898738,38.33607205,11675,2040722,CORNERSTONE CHRISTIAN ACADEMY,1352 PKWY DR,SAINT CLAIR,MO,63077,29,2017-2018
-90.77034534,38.5708181,11676,A0502105,THE FULTON SCHOOL AT ST ALBANS,123 SCHOOLHOUSE RD,SAINT ALBANS,MO,63073,29,2017-2018
-90.89593237,38.45576807,11677,A9300543,CROSSPOINT CHRISTIAN SCHOOL,51 HWY M,VILLA RIDGE,MO,63089,29,2017-2018
-91.43967354,38.70474009,11678,753203,ST GEORGE CATHOLIC SCHOOL,133 W 4TH ST,HERMANN,MO,65041,29,2017-2018
-91.4017315,38.38750704,11679,755561,IMMANUEL LUTHERAN SCHOOL,300 1ST ST N,ROSEBUD,MO,63091,29,2017-2018
-93.2215379,37.17062672,11680,754058,SPRINGFIELD CATHOLIC HIGH SCHOOL,2340 S EASTGATE AVE,SPRINGFIELD,MO,65809,29,2017-2018
-93.29501792,37.22038673,11681,754182,ST JOSEPH CATHOLIC ACADEMY,515 W SCOTT ST,SPRINGFIELD,MO,65802,29,2017-2018
-93.24711991,37.20129572,11682,756893,SPRINGFIELD SEVENTH-DAY ADVENTIST JUNIOR ACADEMY,704 S BELVIEW AVE,SPRINGFIELD,MO,65802,29,2017-2018
-93.25718791,37.15874672,11683,A0301949,DEVELOPMENTAL LEARNING CENTER,2020 E BATTLEFIELD ST,SPRINGFIELD,MO,65804,29,2017-2018
-93.32500793,37.13659671,11684,A0509267,ST ELIZABETH ANN SETON SCHOOL,2200 W REPUBLIC RD,SPRINGFIELD,MO,65807,29,2017-2018
-93.31850793,37.24926673,11685,A0701425,PARK AVENUE CHRISTIAN SCHOOL,2850 N PARK AVE,SPRINGFIELD,MO,65803,29,2017-2018
-93.32252793,37.14567671,11686,A0701436,THE SUMMIT,2155 W CHESTERFIELD BLVD,SPRINGFIELD,MO,65807,29,2017-2018
-93.27296792,37.23655673,11687,A0902004,DAYSPRING CHRISTIAN SCHOOL,2157 N PROSPECT AVE,SPRINGFIELD,MO,65803,29,2017-2018
-93.27729792,37.18616472,11688,A1101356,DISCOVERY GARDEN MONTESSORI,1515 S NATIONAL AVE,SPRINGFIELD,MO,65804,29,2017-2018
-93.29524792,37.20589672,11689,A1502208,LAKELAND REGIONAL SCHOOL,440 S MARKET AVE,SPRINGFIELD,MO,65806,29,2017-2018
-93.29067792,37.20462672,11690,A1502232,ST AGNES SCHOOLS,531 S JEFFERSON AVE,SPRINGFIELD,MO,65806,29,2017-2018
-93.29120592,37.21835573,11691,A1702224,GREENE CO. YOUTH ACADEMY,933 N ROBBERSON,SPRINGFIELD,MO,65802,29,2017-2018
-93.31355793,37.18435672,11692,A1790322,INFINITY ACADEMY,1613 W ELFINDALE ST,SPRINGFIELD,MO,65807,29,2017-2018
-93.29445292,37.20825072,11693,A1790333,U.SCHOOL,425 W MCDANIEL ST STE 160,SPRINGFIELD,MO,65806,29,2017-2018
-93.27953092,37.20237872,11694,A9707052,GREENWOOD LABORATORY SCHOOL,1024 E HARRISON,SPRINGFIELD,MO,65897,29,2017-2018
-93.30084792,37.16216671,11695,AA001353,SPRINGFIELD LUTHERAN SCHOOL,2852 S DAYTON AVE,SPRINGFIELD,MO,65807,29,2017-2018
-93.44207922,40.09010822,11696,A1702287,SHOW ME CHRISTIAN YOUTH HOME,970 NE 10TH ST,GALT,MO,64641,29,2017-2018
-93.93703841,40.55922026,11697,A0502155,ZADIE CREEK SCHOOL,EXIT 114 GO E TO 255TH AVE GO S ABOUT 1 MILE,EAGLEVILLE,MO,64442,29,2017-2018
-93.77021615,38.3635339,11698,753393,HOLY ROSARY,400 E WILSON ST,CLINTON,MO,64735,29,2017-2018
-93.9831082,38.26030387,11699,753564,ST MARY'S SCHOOL,608 KANSAS AVE,MONTROSE,MO,64770,29,2017-2018
-93.80623616,38.3683249,11700,A0502110,CLINTON CHRISTIAN ACADEMY,271 W DIVISION RD,CLINTON,MO,64735,29,2017-2018
-92.84523298,39.2252521,11701,A1301807,ST MARY SCHOOL,501 3RD ST,GLASGOW,MO,65254,29,2017-2018
-91.8786435,36.72029771,11702,A9502582,FAITH CHRISTIAN ACADEMY,805 WORLEY DR,WEST PLAINS,MO,65775,29,2017-2018
-94.58557842,38.91250695,11703,753382,ST THOMAS MORE SCHOOL,11800 HOLMES RD,KANSAS CITY,MO,64131,29,2017-2018
-94.59024543,38.99249896,11704,753462,ST ELIZABETH ELEMENTARY SCHOOL,14 W 75TH ST,KANSAS CITY,MO,64114,29,2017-2018
-94.57845843,39.01091897,11705,753495,ST PETER'S SCHOOL,6400 CHARLOTTE ST,KANSAS CITY,MO,64131,29,2017-2018
-94.4934184,38.96151696,11706,753509,ST JOHN FRANCIS REGIS SCHOOL,8941 JAMES A REED RD,KANSAS CITY,MO,64138,29,2017-2018
-94.58897843,39.02586697,11707,753531,ST TERESA'S ACADEMY,5600 MAIN ST,KANSAS CITY,MO,64113,29,2017-2018
-94.58887843,39.03368697,11708,753542,VISITATION SCHOOL,5134 BALTIMORE AVE,KANSAS CITY,MO,64112,29,2017-2018
-94.57915843,39.05766698,11709,753677,NOTRE DAME DE SION SCHOOL,3823 LOCUST ST,KANSAS CITY,MO,64109,29,2017-2018
-94.38334037,38.96639897,11710,753724,ST MICHAEL THE ARCHANGEL CATHOLIC HIGH SCHOOL,"2901 NW LEES SUMMIT RD,",LEES SUMMIT,MO,64064,29,2017-2018
-94.4604274,39.05622898,11711,753757,NATIVITY OF MARY SCHOOL,10021 E 36TH TER S,INDEPENDENCE,MO,64052,29,2017-2018
-94.27387835,39.02425699,11712,753804,ST JOHN LALANDE SCHOOL,801 NW R D MIZE RD,BLUE SPRINGS,MO,64015,29,2017-2018
-94.40403937,38.91567996,11713,753826,OUR LADY OF THE PRESENTATION SCHOOL,150 NW MURRAY RD,LEES SUMMIT,MO,64064,29,2017-2018
-94.60522843,38.96057696,11714,753939,ROCKHURST HIGH SCHOOL,9301 STATE LINE RD,KANSAS CITY,MO,64114,29,2017-2018
-94.52207042,39.11293599,11715,753972,HOLY CROSS SCHOOL,121 N QUINCY AVE,KANSAS CITY,MO,64123,29,2017-2018
-94.59187842,38.90324695,11716,754728,CALVARY LUTHERAN SCHOOL,12411 WORNALL RD,KANSAS CITY,MO,64145,29,2017-2018
-94.41587039,39.08644699,11717,755302,MESSIAH LUTHERAN SCHOOL,613 S MAIN ST,INDEPENDENCE,MO,64050,29,2017-2018
-94.59565343,38.97947496,11718,755947,GILLIS CENTER SCHOOL,8150 WORNALL RD,KANSAS CITY,MO,64114,29,2017-2018
-94.5341124,38.90132895,11719,2040992,GRANDVIEW CHRISTIAN SCHOOL,12340 GRANDVIEW RD,GRANDVIEW,MO,64030,29,2017-2018
-94.30354835,39.02784699,11720,2041034,RAINBOW CENTER FOR COMMUNICATIVE DISORDERS,900 NW WOODS CHAPEL RD,BLUE SPRINGS,MO,64015,29,2017-2018
-94.59377342,38.92059295,11721,A0105513,ALPHA MONTESSORI SCHOOL,11430 WORNALL RD,KANSAS CITY,MO,64114,29,2017-2018
-94.28289035,39.00284798,11722,A0105700,PLAZA HEIGHTS CHRISTIAN ACADEMY,1500 SW CLARK RD,BLUE SPRINGS,MO,64015,29,2017-2018
-94.55888843,39.08420698,11723,A0301970,KVC NILES,1911 E 23RD ST,KANSAS CITY,MO,64127,29,2017-2018
-94.58146342,38.96586196,11724,A0509113,WHITEFIELD ACADEMY,8929 HOLMES RD,KANSAS CITY,MO,64131,29,2017-2018
-94.29441836,39.15919701,11725,A0700367,SHELTERWOOD ACADEMY,3205 N TWYMAN RD,INDEPENDENCE,MO,64058,29,2017-2018
-94.58888543,39.06718698,11726,A0701409,CRISTO REY KANSAS CITY,211 W LINWOOD BLVD,KANSAS CITY,MO,64111,29,2017-2018
-94.4912494,38.94435296,11727,A0902016,ISLAMIC SCHOOL OF GREATER KANSAS CITY,8505 E 99TH ST,KANSAS CITY,MO,64134,29,2017-2018
-94.59364843,39.05152697,11728,A1101379,THE PLAZA ACADEMY,601 WESTPORT RD,KANSAS CITY,MO,64111,29,2017-2018
-94.50499341,39.02456997,11729,A1301777,HIGHLANDS ACADEMY,5506 CAMBRIDGE AVE,KANSAS CITY,MO,64129,29,2017-2018
-94.59453842,38.93699695,11730,A1399033,THE DANIEL ACADEMY,310 W 106TH ST,KANSAS CITY,MO,64114,29,2017-2018
-94.57563843,39.09477698,11731,A1502188,ARTSTECH,1522 HOLMES ST,KANSAS CITY,MO,64108,29,2017-2018
-94.39938837,38.92361696,11732,A1502210,LEES SUMMIT ACADEMY,601 NW LIBBY LN,LEES SUMMIT,MO,64063,29,2017-2018
-94.59679142,38.93487495,11733,A1702259,NOTRE DAME DE SION HIGH SCHOOL,10631 WORNALL RD,KANSAS CITY,MO,64114,29,2017-2018
-94.60484843,38.98225696,11734,A1702285,SHERWOOD CENTER FOR THE EXCEPTINOAL CHILD,8030 WARD PKWY PLZ,KANSAS CITY,MO,64114,29,2017-2018
-94.53592842,39.04697698,11735,A1702310,URBAN CHRISTIAN ACADEMY,4328 JACKSON AVE,KANSAS CITY,MO,64130,29,2017-2018
-94.58987043,38.98395296,11736,A9103777,KANSAS CITY ACADEMY,7933 MAIN ST,KANSAS CITY,MO,64114,29,2017-2018
-94.4546984,39.07886699,11737,A9103794,NOVA CENTER,2425 S HARDY AVE,INDEPENDENCE,MO,64052,29,2017-2018
-94.40286838,39.05646699,11738,A9103804,"THE SCHOOLHOUSE, INC.",14709 E 35TH ST S,INDEPENDENCE,MO,64055,29,2017-2018
-94.58496843,39.07441698,11739,A9707196,UNION HILL DAY SCHOOL,2911 MAIN ST,KANSAS CITY,MO,64108,29,2017-2018
-94.42597839,39.09607699,11740,A9902672,CENTER PLACE RESTORATION SCHOOL,819 W WALDO AVE,INDEPENDENCE,MO,64050,29,2017-2018
-94.55255842,39.01842697,11741,A9902677,GLAD TIDINGS CHRISTIAN ACADEMY & CHILD DEVELOPMENT,2830 E 60TH ST,KANSAS CITY,MO,64130,29,2017-2018
-94.60629842,38.90298695,11742,AA000010,ACADEMY MONTESSORI INTERNATIONALE,12501 STATE LINE RD,KANSAS CITY,MO,64145,29,2017-2018
-94.59187842,38.90324695,11743,AA000896,LUTHERAN HIGH SCHOOL OF KANSAS CITY,12411 WORNALL RD,KANSAS CITY,MO,64145,29,2017-2018
-94.27020934,38.96744798,11744,K9303396,TIMOTHY LUTHERAN SCHOOL,301 SW WYATT RD,BLUE SPRINGS,MO,64014,29,2017-2018
-94.30842019,37.16873866,11745,754105,ST ANNS SCHOOL,1156 GRAND AVE,CARTHAGE,MO,64836,29,2017-2018
-94.51791824,37.08073664,11746,754331,ST PETERS MIDDLE SCHOOL,931 BYERS AVE,JOPLIN,MO,64801,29,2017-2018
-94.58320725,37.05760663,11747,754342,ST MARYS CATHOLIC ELEMENTARY SCHOOL,3025 S CENTRAL CITY RD,JOPLIN,MO,64804,29,2017-2018
-94.51717824,37.08129664,11748,754353,MCAULEY CATHOLIC HIGH SCHOOL,930 S PEARL AVE,JOPLIN,MO,64801,29,2017-2018
-94.46999823,37.09999664,11749,A9502624,THOMAS JEFFERSON INDEPENDENT DAY SCHOOL,3401 NEWMAN RD,JOPLIN,MO,64801,29,2017-2018
-94.50223824,37.08065664,11750,BB161393,CHURCH ALIVE CHRISTIAN SCHOOL,917 ILLINOIS AVE,JOPLIN,MO,64801,29,2017-2018
-90.37876122,38.4348141,11751,751534,HOLY CHILD CATHOLIC SCHOOL,2316 CHURCH RD,ARNOLD,MO,63010,29,2017-2018
-90.56652926,38.23332105,11752,752301,GOOD SHEPHERD CATHOLIC SCHOOL,701 3RD ST,HILLSBORO,MO,63050,29,2017-2018
-90.39311721,38.20101705,11753,752389,ST PIUS X HIGH SCHOOL,1030 SAINT PIUS DR,FESTUS,MO,63028,29,2017-2018
-90.37855122,38.41439609,11754,755652,ST JOHNS LUTHERAN SCHOOL,3511 JEFFCO BLVD,ARNOLD,MO,63010,29,2017-2018
-90.40595221,38.22747706,11755,2041125,TWIN CITY CHRISTIAN ACADEMY,723 HORINE RD,FESTUS,MO,63028,29,2017-2018
-90.38670722,38.40890709,11756,A0301981,VICTORY CHRISTIAN ACADEMY,1930 MEYER DRURY DR,ARNOLD,MO,63010,29,2017-2018
-90.73240732,38.40217707,11757,BB161343,GRACE BOYS RANCH,10421 APKE LN,CATAWISSA,MO,63015,29,2017-2018
-93.8432382,38.74139696,11758,A9702130,JOHNSON COUNTY CHRISTIAN ACADEMY,401 S WALNUT ST,CENTERVIEW,MO,64019,29,2017-2018
-93.56781415,38.98517402,11759,754739,ST PAUL'S LUTHERAN SCHOOL,407 S MAIN ST,CONCORDIA,MO,64020,29,2017-2018
-93.54649716,39.09829004,11760,754761,TRINITY LUTHERAN SCHOOL,304 WAVERLY,ALMA,MO,64001,29,2017-2018
-93.7123302,39.07968603,11761,755335,IMMANUEL LUTHERAN SCHOOL,1500 LIPPER AVE,HIGGINSVILLE,MO,64037,29,2017-2018
-93.56795815,38.98799002,11762,755787,ST PAUL LUTHERAN HIGH SCHOOL,205 S MAIN ST,CONCORDIA,MO,64020,29,2017-2018
-93.7204682,39.06974703,11763,A1101372,MONTESSORI SCHOOLHOUSE,311 W 23RD ST,HIGGINSVILLE,MO,64037,29,2017-2018
-94.00006809,36.94320464,11764,754262,ST MARY'S SCHOOL,202 FRONT ST,PIERCE CITY,MO,65723,29,2017-2018
-93.89729907,37.01874766,11765,755255,TRINITY LUTHERAN SCHOOL,218 N MAIN ST,FREISTATT,MO,65654,29,2017-2018
-93.90623609,37.2716307,11766,A0502139,ROUND GROVE CHRISTIAN ACADEMY,877 HWY UU,MILLER,MO,65707,29,2017-2018
-93.73801202,36.98306666,11767,A9103765,AURORA CHRISTIAN ACADEMY K4-12,17818 LAWRENCE 2200,AURORA,MO,65605,29,2017-2018
-91.51980369,40.11238133,11768,A9902671,CEDAR FALLS SCHOOL,19481 STATE HIGHWAY B,CANTON,MO,63435,29,2017-2018
-91.10688748,39.10434718,11769,751068,ST ALPHONSUS SCHOOL,25 SAINT ALPHONSUS RD,SILEX,MO,63377,29,2017-2018
-90.77868138,38.93750517,11770,751443,IMMACULATE CONCEPTION SCHOOL,120 MARYKNOLL RD,OLD MONROE,MO,63369,29,2017-2018
-90.96922843,38.95135416,11771,A0902010,FIRST BAPTIST CHRISTIAN ACADEMY-TROY,1000 ELM TREE RD,TROY,MO,63379,29,2017-2018
-90.97528744,38.97182716,11772,A9103826,TROY HOLINESS SCHOOL,1220 MAIN ST,TROY,MO,63379,29,2017-2018
-92.95259805,39.71183718,11773,753087,MC CARTAN MEMORIAL SCHOOL,327 S KANSAS AVE,MARCELINE,MO,64658,29,2017-2018
-93.15391812,39.8794282,11774,A0105661,TITUS HOSTETTER,HWY P,LINNEUS,MO,64653,29,2017-2018
-93.55027122,39.79858516,11775,753779,BISHOP HOGAN MEMORIAL SCHOOL,1114 TRENTON ST,CHILLICOTHE,MO,64601,29,2017-2018
-92.47169092,39.74159221,11776,753098,IMMACULATE CONCEPTION SCHOOL,401 N RUBEY ST,MACON,MO,63552,29,2017-2018
-92.46621192,39.75710722,11777,A0105774,TRI-COUNTY CHRISTIAN SCHOOL,604 H B C RD,MACON,MO,63552,29,2017-2018
-91.94741364,38.18655797,11778,752968,VISITATION INTER-PARISH SCHOOL,105 N COFFEY ST,VIENNA,MO,65582,29,2017-2018
-91.36924761,39.70271727,11779,754557,ST JOHNS LUTHERAN SCHOOL,1317 LYON ST,HANNIBAL,MO,63401,29,2017-2018
-91.36623761,39.70495727,11780,A0105589,HOLY FAMILY SCHOOL,1113 BROADWAY,HANNIBAL,MO,63401,29,2017-2018
-93.60396531,40.51648228,11781,A1101380,POVERTY RIDGE AMISH SCHOOL,18211 HY. K,MERCER,MO,64661,29,2017-2018
-93.55691328,40.37098526,11782,A1502223,ROLLING MEADOW AMISH SCHOOL,24986 US HIGHWAY 65,PRINCETON,MO,64673,29,2017-2018
-92.35621376,38.30588497,11783,753258,OUR LADY OF THE SNOWS SCHOOL,276 HWY H,EUGENE,MO,65032,29,2017-2018
-89.34783582,36.92411687,11784,754069,ST HENRY CATHOLIC SCHOOL,306 CT ST,CHARLESTON,MO,63834,29,2017-2018
-92.77983191,38.65357201,11785,752957,ST ANDREW SCHOOL,118 E COOPER ST,TIPTON,MO,65081,29,2017-2018
-92.71945588,38.53286699,11786,A0105586,HAZEL DELL SCHOOL,37097 TURKEY TROT RD,LATHAM,MO,65050,29,2017-2018
